"","accession","domain","family","genome_type","host","isolate","order","size","subfamily","subgenome_type","topology","virus","Host_name","species_level"
"122","NC_023565","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",51250,NA,NA,"linear","Mycobacterium phage Nyxis","Mycobacterium_smegmatis","Yes"
"123","NC_023564","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52974,NA,NA,"linear","Mycobacterium phage EagleEye","Mycobacterium_smegmatis","Yes"
"124","NC_023562","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",51236,NA,NA,"linear","Mycobacterium phage BellusTerra","Mycobacterium_smegmatis","Yes"
"125","NC_022985","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52122,NA,NA,"linear","Mycobacterium phage Zaka","Mycobacterium_smegmatis","Yes"
"126","NC_022984","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",51319,NA,NA,"linear","Mycobacterium phage Jovo","Mycobacterium_smegmatis","Yes"
"127","NC_022977","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52344,NA,NA,"linear","Mycobacterium phage Artemis2UCLA","Mycobacterium_smegmatis","Yes"
"128","NC_022973","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",50755,NA,NA,"linear","Mycobacterium phage Conspiracy","Mycobacterium_smegmatis","Yes"
"129","NC_022965","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52873,NA,NA,"linear","Mycobacterium phage CloudWang3","Mycobacterium_smegmatis","Yes"
"130","NC_022086","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",50690,NA,NA,"linear","Mycobacterium phage LittleCherry","Mycobacterium_smegmatis","Yes"
"131","NC_022058","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52519,NA,NA,"linear","Mycobacterium phage Adzzy","Mycobacterium_smegmatis","Yes"
"132","NC_021535","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",50679,NA,NA,"linear","Mycobacterium phage Jobu08","Mycobacterium_smegmatis","Yes"
"133","NC_021307","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",49894,NA,NA,"linear","Mycobacterium phage Severus","Mycobacterium_smegmatis","Yes"
"134","NC_020876","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2155",NA,"Caudovirales",53028,NA,NA,"linear","Mycobacterium phage First","Mycobacterium_smegmatis","Yes"
"135","NC_013694","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",51376,NA,"L5virus","linear","Mycobacterium virus Peaches","Mycobacterium_smegmatis","Yes"
"136","NC_029048","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Clostridium difficile",NA,"Caudovirales",131704,NA,NA,"linear","Clostridium phage phiCD211","Clostridium_difficile","Yes"
"137","NC_029098","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Streptomyces lividans JI1326",NA,"Caudovirales",133531,NA,NA,"linear","Streptomyces phage Jay2Jay","Streptomyces_lividans","Yes"
"138","NC_028987","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii",NA,"Caudovirales",41243,NA,"Autographivirinae","circular","Acinetobacter phage IME200","Acinetobacter_baumannii","Yes"
"139","NC_031261","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",48670,NA,NA,"linear","Mycobacterium phage Shipwreck","Mycobacterium_smegmatis","Yes"
"140","NC_028796","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",49203,NA,"Phayoncevirus","linear","Mycobacterium phage Phayonce","Mycobacterium_smegmatis","Yes"
"141","NC_028747","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",47618,NA,"Fishburnevirus","linear","Mycobacterium phage Brusacoram","Mycobacterium_smegmatis","Yes"
"142","NC_026605","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",46869,NA,"Fishburnevirus","linear","Mycobacterium phage Malithi","Mycobacterium_smegmatis","Yes"
"143","NC_023692","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",48984,NA,"Bignuzvirus","linear","Mycobacterium phage BigNuz","Mycobacterium_smegmatis","Yes"
"144","NC_023552","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",47162,NA,"Fishburnevirus","linear","Mycobacterium phage Donovan","Mycobacterium_smegmatis","Yes"
"145","NC_021302","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",47109,NA,"Fishburnevirus","linear","Mycobacterium phage Fishburne","Mycobacterium_smegmatis","Yes"
"146","NC_021529","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Vibrio natriegens HER1138",NA,"Caudovirales",247511,NA,"Schizot4virus","linear","Vibrio phage nt-1","Vibrio_natriegens","Yes"
"147","NC_002484","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",56426,NA,"D3virus","linear","Pseudomonas virus D3","Pseudomonas_aeruginosa","Yes"
"148","NC_011085","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Morganella morganii",NA,"Caudovirales",38457,NA,"T7virus","linear","Morganella phage MmP1","Morganella_morganii","Yes"
"149","NC_009799","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Brevibacterium flavum CCM251",NA,"Caudovirales",42972,NA,NA,"linear","Corynebacterium phage BFK20","Brevibacterium_flavum","Yes"
"150","NC_003390","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Synechococcus sp. WH7805",NA,"Caudovirales",46675,NA,"unassigned Autographivirinae","linear","Synechococcus virus P60","Synechococcus_sp","Yes"
"151","NC_027988","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Citrobacter sp. TM1552",NA,"Caudovirales",47636,NA,NA,"linear","Citrobacter phage CVT22","Citrobacter_sp","Yes"
"152","NC_026610","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Vibrio parahaemolyticus",NA,"Caudovirales",56637,NA,NA,"linear","Vibrio phage VpKK5","Vibrio_parahaemolyticus","Yes"
"153","NC_024142","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",72583,NA,"G7cvirus","circular","Escherichia phage Bp4","Escherichia_coli","Yes"
"154","NC_020490","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus hominis",NA,"Caudovirales",44714,NA,NA,"linear","Staphylococcus phage StB12","Staphylococcus_hominis","Yes"
"155","NC_018087","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii (clinical strain AB09V)",NA,"Caudovirales",166687,NA,"T4virus","linear","Acinetobacter phage ZZ1","Acinetobacter_baumannii","Yes"
"156","NC_031119","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29347,NA,NA,"linear","Propionibacterium phage Enoki","Propionibacterium_acnes","Yes"
"157","NC_031087","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae KPB463",NA,"Caudovirales",168272,NA,NA,"linear","Klebsiella phage vB_KpnM_KpV477","Klebsiella_pneumoniae","Yes"
"158","NC_031084","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29249,NA,NA,"linear","Propionibacterium phage BruceLethal","Propionibacterium_acnes","Yes"
"159","NC_031005","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29338,NA,NA,"linear","Propionibacterium phage QueenBey","Propionibacterium_acnes","Yes"
"160","NC_031003","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29254,NA,NA,"linear","Propionibacterium phage Moyashi","Propionibacterium_acnes","Yes"
"161","NC_028955","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Prochlorococcus sp. MIT9515",NA,"Caudovirales",197361,NA,NA,"linear","Prochlorococcus phage P-TIM68","Prochlorococcus_sp","Yes"
"162","NC_028890","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus thuringiensis subsp. kurstaki",NA,"Caudovirales",162486,NA,"Tsarbombavirus","linear","Bacillus phage TsarBomba","Bacillus_thuringiensis","Yes"
"163","NC_028699","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. diarizonae 519/03 IIIb","SEN34","Caudovirales",40740,NA,NA,"circular","Salmonella phage SEN34","Salmonella_enterica","Yes"
"164","NC_027630","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29506,NA,"Pa6virus","linear","Propionibacterium phage Ouroboros","Propionibacterium_acnes","Yes"
"165","NC_027629","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",28876,NA,"Pa6virus","linear","Propionibacterium phage Attacne","Propionibacterium_acnes","Yes"
"166","NC_027628","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29517,NA,"Pa6virus","linear","Propionibacterium phage Lauchelly","Propionibacterium_acnes","Yes"
"167","NC_027627","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29440,NA,"Pa6virus","linear","Propionibacterium phage Solid","Propionibacterium_acnes","Yes"
"168","NC_027626","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29347,NA,"Pa6virus","linear","Propionibacterium phage Procrass1","Propionibacterium_acnes","Yes"
"169","NC_027625","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29461,NA,"Pa6virus","linear","Propionibacterium phage Kubed","Propionibacterium_acnes","Yes"
"170","NC_027624","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29594,NA,"Pa6virus","linear","Propionibacterium phage SKKY","Propionibacterium_acnes","Yes"
"171","NC_027623","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29328,NA,"Pa6virus","linear","Propionibacterium phage Pirate","Propionibacterium_acnes","Yes"
"172","NC_027622","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29330,NA,"Pa6virus","linear","Propionibacterium phage Stormborn","Propionibacterium_acnes","Yes"
"173","NC_027621","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29463,NA,"Pa6virus","linear","Propionibacterium phage Wizzo","Propionibacterium_acnes","Yes"
"174","NC_027620","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Propionibacterium acnes ATCC 6919",NA,"Caudovirales",29726,NA,"Pa6virus","linear","Propionibacterium phage MrAK","Propionibacterium_acnes","Yes"
"175","NC_027329","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella enterica serovar Pullorum 96116",NA,"Caudovirales",87510,NA,"Ounavirinae","linear","Salmonella phage vB_SPuM_SP116","Salmonella_enterica","Yes"
"176","NC_004175","Viruses","Cystoviridae","dsRNA viruses","Pseudomonas syringae",NA,NA,4100,NA,NA,"linear","Pseudomonas phage phi12","Pseudomonas_syringae","Yes"
"177","NC_004171","Viruses","Cystoviridae","dsRNA viruses","Pseudomonas syringae",NA,NA,4213,NA,NA,"linear","Pseudomonas phage phi13","Pseudomonas_syringae","Yes"
"178","NC_004174","Viruses","Cystoviridae","dsRNA viruses","Pseudomonas syringae",NA,NA,2322,NA,NA,"linear","Pseudomonas phage phi12","Pseudomonas_syringae","Yes"
"179","NC_004170","Viruses","Cystoviridae","dsRNA viruses","Pseudomonas syringae",NA,NA,2981,NA,NA,"linear","Pseudomonas phage phi13","Pseudomonas_syringae","Yes"
"180","NC_003300","Viruses","Cystoviridae","dsRNA viruses","Pseudomonas syringae",NA,NA,4741,NA,NA,"linear","Pseudomonas phage phi8","Pseudomonas_syringae","Yes"
"181","NC_028908","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Achromobacter xylosoxidans",NA,"Caudovirales",72825,NA,"unclassified N4likevirus","linear","Achromobacter phage phiAxp-3","Achromobacter_xylosoxidans","Yes"
"182","NC_027348","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Delftia tsuruhatensis ARB-1",NA,"Caudovirales",73882,NA,NA,"linear","Delftia phage RG-2014","Delftia_tsuruhatensis","Yes"
"183","NC_001421","Viruses","Tectiviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,NA,14927,NA,"Tectivirus","linear","Salmonella virus PRD1","Escherichia_coli","Yes"
"184","NC_023554","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",70841,NA,"Coopervirus","linear","Mycobacterium phage JAMaL","Mycobacterium_smegmatis","Yes"
"185","NC_022988","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",74210,NA,NA,"linear","Mycobacterium phage Bruin","Mycobacterium_smegmatis","Yes"
"186","NC_022983","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",68196,NA,"Pipefishvirus","linear","Mycobacterium phage Bernardo","Mycobacterium_smegmatis","Yes"
"187","NC_022981","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",76323,NA,NA,"linear","Mycobacterium phage HufflyPuff","Mycobacterium_smegmatis","Yes"
"188","NC_022979","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52823,NA,NA,"linear","Mycobacterium phage Graduation","Mycobacterium_smegmatis","Yes"
"189","NC_022976","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",75894,NA,NA,"linear","Mycobacterium phage Nala","Mycobacterium_smegmatis","Yes"
"190","NC_022975","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52390,NA,NA,"linear","Mycobacterium phage HanShotFirst","Mycobacterium_smegmatis","Yes"
"191","NC_022969","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",76217,NA,NA,"linear","Mycobacterium phage PhatBacter","Mycobacterium_smegmatis","Yes"
"192","NC_021299","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",80955,NA,NA,"linear","Mycobacterium phage PegLeg","Mycobacterium_smegmatis","Yes"
"193","NC_012749","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli O157:H7",NA,"Caudovirales",88487,NA,"Ounavirinae","linear","Escherichia phage wV8","Escherichia_coli","Yes"
"194","NC_011811","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Erwinia amylovora",NA,"Caudovirales",84576,NA,"Ounavirinae","linear","Erwinia phage phiEa21-4","Erwinia_amylovora","Yes"
"195","NC_028692","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Arthrobacter sp. ATCC 21022",NA,"Caudovirales",15524,NA,"Decurrovirus","linear","Arthrobacter phage Decurro","Arthrobacter_sp","Yes"
"196","NC_034248","Viruses",NA,"unclassified bacterial viruses","Rhizobium etli CFN42",NA,NA,115042,NA,NA,"linear","Rhizobium phage RHEph10","Rhizobium_etli","Yes"
"197","NC_029069","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus megaterium",NA,"Caudovirales",165031,NA,NA,"linear","Bacillus phage BM5","Bacillus_megaterium","Yes"
"198","NC_023584","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Synechococcus sp. WH7803",NA,"Caudovirales",170438,NA,"T4virus","circular","Synechococcus phage S-MbCM100","Synechococcus_sp","Yes"
"199","NC_031269","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Gordonia terrae 3612",NA,"Caudovirales",51884,NA,NA,"linear","Gordonia phage Yeezy","Gordonia_terrae","Yes"
"200","NC_031233","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Gordonia terrae 3612",NA,"Caudovirales",50346,NA,NA,"linear","Gordonia phage Kita","Gordonia_terrae","Yes"
"201","NC_031226","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Gordonia terrae 3612",NA,"Caudovirales",53717,NA,NA,"linear","Gordonia phage BaxterFox","Gordonia_terrae","Yes"
"202","NC_031097","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Gordonia terrae 3612",NA,"Caudovirales",52077,NA,NA,"linear","Gordonia phage Zirinka","Gordonia_terrae","Yes"
"203","NC_031001","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Gordonia terrae 3612",NA,"Caudovirales",66611,NA,NA,"linear","Gordonia phage Terapin","Gordonia_terrae","Yes"
"204","NC_021776","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Vibrio parahaemolyticus Ex-1",NA,"Caudovirales",42313,NA,NA,"linear","Vibrio phage VPMS1","Vibrio_parahaemolyticus","Yes"
"205","NC_013649","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae",NA,"Caudovirales",43809,NA,"Autographivirinae","linear","Klebsiella phage KP34","Klebsiella_pneumoniae","Yes"
"206","NC_004173","Viruses","Cystoviridae","dsRNA viruses","Pseudomonas syringae",NA,NA,6751,NA,NA,"linear","Pseudomonas phage phi12","Pseudomonas_syringae","Yes"
"207","NC_031098","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii A118",NA,"Caudovirales",40749,NA,NA,"linear","Acinetobacter phage vB_AbaS_TRS1","Acinetobacter_baumannii","Yes"
"208","NC_012868","Viruses","Microviridae","ssDNA viruses","Escherichia coli strain K12",NA,NA,6094,NA,"Alpha3microvirus","circular","Enterobacteria phage St-1","Escherichia_coli","Yes"
"209","NC_024124","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",169148,NA,"Rb69virus","linear","Escherichia phage vB_EcoM_JS09","Escherichia_coli","Yes"
"210","NC_029003","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. salamae 10/99 II","SEN1","Caudovirales",29733,NA,"P2virus","circular","Salmonella phage SEN1","Salmonella_enterica","Yes"
"211","NC_028696","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. diarizonae 89/00 IIIb",NA,"Caudovirales",41338,NA,NA,"circular","Salmonella phage SEN22","Salmonella_enterica","Yes"
"212","NC_031045","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella enterica serovar Typhimurium",NA,"Caudovirales",157855,NA,NA,"linear","Salmonella phage GG32","Salmonella_enterica","Yes"
"213","NC_031021","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella enterica serovar Enteritidis",NA,"Caudovirales",41224,NA,NA,"linear","Salmonella phage MA12","Salmonella_enterica","Yes"
"214","NC_029015","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. salamae 200/01 II","SEN4","Caudovirales",33509,NA,"P2virus","circular","Salmonella phage SEN4","Salmonella_enterica","Yes"
"215","NC_028701","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. salamae 241/01 II",NA,"Caudovirales",33509,NA,NA,"circular","Salmonella phage SEN5","Salmonella_enterica","Yes"
"216","NC_031937","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli strain LM33",NA,"Caudovirales",38979,NA,"unclassified Autographivirinae","linear","Escherichia phage LM33_P1","Escherichia_coli","Yes"
